CVE,KEV Date,Github Timestamp,RunLabel,File,Line
CVE-2026-3395,,2026-06-02,April 2026 run,2026\2026-april-1-for-sharing.txt,CVE-2026-3395	2026-03-01T14:02:08.973Z	MaxSite CMS MarkItUp Preview AJAX Endpoint preview-ajax.php eval code injection	A flaw has been found in MaxSite CMS up to 109.1. This impacts the function eval of the file application/maxsite/admin/plugins/editor_markitup/preview-ajax.php of the component MarkItUp Preview AJAX Endpoint. Executing a manipulation can lead to code injection. It is possible to launch the attack remotely. The exploit has been published and may be used. Upgrading to version 109.2 will fix this issue. This patch is called 08937a3c5d672a242d68f53e9fccf8a748820ef3. You should upgrade the affected component. The code maintainer was informed beforehand about the issues. He reacted very fast and highly professional.	MaxSite	CMS	6.9	MEDIUM	cold	CWE-94	Improper Control of Generation of Code ('Code Injection')
CVE-2026-34908,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-34908	hackerone	2026-05-22T00:43:49.077Z		A malicious actor with access to the network could exploit an Improper Access Control vulnerability found in UniFi OS devices to make unauthorized changes to the system.	Ubiquiti	""UniFi OS Server, UDM, UDM-Pro, UDM-SE, UDM-Pro-Max, UDM-Beast, EFG, UDW, UDR, UDR7, UDR-5G, Express 7, UNVR, UNVR-Pro, UNVR-Instant, UNVR-G2, UNVR-G2-Pro, ENVR, ENVR-Core, UNAS-2, UNAS-4, UNAS-Pro, UNAS-Pro-4, UNAS-Pro-8, UCKP, UCK, UCK-Enterprise, UCG-Ultra, UCG-Max, UCG-Fiber, UCG-Industrial""	10	CRITICAL	CWE-284	FALSE	hot"
CVE-2026-34909,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-34909	hackerone	2026-05-22T00:43:49.072Z		A malicious actor with access to the network could exploit a Path Traversal vulnerability found in UniFi OS devices to access files on the underlying system that could be manipulated to access an underlying account.	Ubiquiti	""UniFi OS Server, Express, UDM, UDM-Pro, UDM-SE, UDM-Pro-Max, UDM-Beast, EFG, UDW, UDR, UDR7, UDR-5G, Express 7, UNVR, UNVR-Pro, UNVR-Instant, UNVR-G2, UNVR-G2-Pro, ENVR, ENVR-Core, UNAS-2, UNAS-4, UNAS-Pro, UNAS-Pro-4, UNAS-Pro-8, UCKP, UCK, UCK-Enterprise, UCG-Ultra, UCG-Max, UCG-Fiber, UCG-Industrial""	10	CRITICAL	CWE-22	FALSE	hot"
CVE-2026-34910,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-34910	hackerone	2026-05-22T00:43:49.096Z		A malicious actor with access to the network could exploit an Improper Input Validation vulnerability found in UniFi OS devices to execute a Command Injection.	Ubiquiti	""UniFi OS Server, UDM, UDM-Pro, UDM-SE, UDM-Pro-Max, UDM-Beast, EFG, UDW, UDR, UDR7, UDR-5G, Express 7, UNVR, UNVR-Pro, UNVR-Instant, UNVR-G2, UNVR-G2-Pro, ENVR, ENVR-Core, UNAS-2, UNAS-4, UNAS-Pro, UNAS-Pro-4, UNAS-Pro-8, UCKP, UCK, UCK-Enterprise, UCG-Ultra, UCG-Max, UCG-Fiber, UCG-Industrial""	10	CRITICAL	CWE-20	FALSE	fire"
CVE-2026-38992,,2026-06-02,June 2026 run,2026\2026-june-1.txt,CVE-2026-38992	mitre	2026-04-29T00:00:00.000Z		Cockpit v2.13.5 and earlier is vulnerable to arbitrary code execution via the filter parameter within multiple endpoints. This vulnerability allows an attacker to run system commands on the underlying infrastructure via the MongoLite $func operator.					CWE-94	FALSE	fire
CVE-2026-39808,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-39808	fortinet	2026-04-14T15:38:02.089Z		A improper neutralization of special elements used in an os command ('os command injection') vulnerability in Fortinet FortiSandbox 4.4.0 through 4.4.8 may allow attacker to execute unauthorized code or commands via <insert attack vector here>	Fortinet	""FortiSandbox, FortiSandbox PaaS""	9.1	CRITICAL	CWE-78	FALSE	fire"
CVE-2026-39813,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-39813	fortinet	2026-04-14T15:38:30.311Z		""A path traversal: '../filedir' vulnerability in Fortinet FortiSandbox 5.0.0 through 5.0.5, FortiSandbox 4.4.0 through 4.4.8 may allow attacker to escalation of privilege via <insert attack vector here>""	Fortinet	""FortiSandbox, FortiSandbox Cloud""	9.1	CRITICAL	CWE-24	FALSE	hot"
CVE-2026-4480,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-4480	redhat	2026-05-26T13:56:32.355Z	Samba: samba: remote code execution in printing subsystem via unescaped job description	""A flaw was found in the Samba printing subsystem. Samba passes the client-controlled job description string to the command configured with the """"print command"""" setting via the """"%J"""""
CVE-2026-45247,,2026-06-02,June 2026 run,2026\2026-june-1.txt,CVE-2026-45247	VulnCheck	2026-05-26T14:15:33.596Z	Mirasvit Cache Warmer for Magento < 1.11.12 PHP Object Injection	Mirasvit Full Page Cache Warmer for Magento 2 before version 1.11.12 contains a PHP object injection vulnerability that allows unauthenticated attackers to achieve remote code execution by supplying a crafted serialized PHP object in the CacheWarmer cookie. Attackers can exploit the unrestricted call to PHP's native unserialize() function combined with gadget chains available in Magento and its dependencies to execute arbitrary code on the server.	Mirasvit	Full Page Cache Warmer for Magento 2	9.3	CRITICAL	CWE-502	FALSE	fire
CVE-2026-45659,,2026-06-02,June 2026 run,2026\2026-june-1.txt,CVE-2026-45659	microsoft	2026-05-22T22:04:33.517Z	Microsoft SharePoint Remote Code Execution Vulnerability	Deserialization of untrusted data in Microsoft Office SharePoint allows an authorized attacker to execute code over a network.	Microsoft	SharePoint Server	8.8	HIGH	CWE-502	FALSE	fire
CVE-2026-4631,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-4631	redhat	2026-04-07T16:30:28.069Z	Cockpit: cockpit: unauthenticated remote code execution due to ssh command-line argument injection	""Cockpit's remote login feature passes user-supplied hostnames and usernames from the web interface to the SSH client without validation or sanitization. An attacker with network access to the Cockpit web service can craft a single HTTP request to the login endpoint that injects malicious SSH options or shell commands, achieving code execution on the Cockpit host without valid credentials. The injection occurs during the authentication flow before any credential verification takes place, meaning no login is required to exploit the vulnerability.""	Red Hat	Red Hat Enterprise Linux	9.8	CRITICAL	CWE-78	FALSE	fire"
CVE-2026-46817,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-46817	oracle	2026-05-28T20:17:10.861Z		""Vulnerability in the Oracle Payments product of Oracle E-Business Suite (component: File Transmission).  Supported versions that are affected are 12.2.3-12.2.15. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Payments.  Successful attacks of this vulnerability can result in takeover of Oracle Payments. CVSS 3.1 Base Score 9.8 (Confidentiality, Integrity and Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).""	Oracle	Oracle Payments	9.8	CRITICAL	CWE-306 | CWE-287 | CWE-269	FALSE	warm"
CVE-2026-5027,,2026-06-02,April 2026 run,2026\2026-april-1-for-sharing.txt,"CVE-2026-5027	2026-03-27T14:54:53.609Z	Langflow - Path Traversal Arbitrary File Write via upload_user_file	""The 'POST /api/v2/files' endpoint does not sanitize the 'filename' parameter from the multipart form data, allowing an attacker to write files to arbitrary locations on the filesystem using path traversal sequences ('../').""	Langflow	Langflow	8.8	HIGH	warm	CWE-22	Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"
CVE-2026-7465,,2026-06-02,June 2026 run,2026\2026-june-1.txt,"CVE-2026-7465	Wordfence	2026-05-30T09:29:00.397Z	Spectra Gutenberg Blocks <= 2.19.25 - Authenticated (Contributor+) Remote Code Execution via Arbitrary PHP Function Call via Block Attributes	""The Spectra Gutenberg Blocks – Website Builder for the Block Editor plugin for WordPress is vulnerable to Remote Code Execution in all versions up to, and including, 2.19.25. This makes it possible for authenticated attackers, with Contributor-level access and above, to execute code on the server. Exploitation requires a two-block payload embedded in post content: the first block registers a fake uagb/-prefixed block type with an attacker-specified render_callback, and the second block of the same fake type triggers invocation of that callback via call_user_func() during sequential block rendering in the same page request.""	brainstormforce	Spectra Gutenberg Blocks – Website Builder for the Block Editor	8.8	HIGH	CWE-269	FALSE	warm"
